Student ID,Name,Age,Gender,Branch,Average GPA,Backlogs,Attendance (%),Clubs,Skills,Internship Done,Internship Domain,Placement Status,Placement Domain,CTC (LPA),Alumni Path,Sem1 GPA,Sem2 GPA,Sem3 GPA,Sem4 GPA,Sem5 GPA,Sem6 GPA,Sem7 GPA,Sem8 GPA
fad3b44c-3b2d-4dc9-a2f3-2faea63fcf12,William Garcia,19,Male,CSE,7.16,0,98.39,Entrepreneurship Cell,"Java, Python, Web Development",No,,Not Placed,,0,,7.83,7.32,7.4,6.63,6.72,6.63,6.92,7.84
f891b0c3-dd3f-487e-92bd-c6619fe0a8c7,Brittany Jones,18,Male,IT,7.48,1,66.15,"Robotics, Sports Club, Literary Society","Python, Data Science, Java",Yes,Research,Not Placed,,0,,6.66,7.34,8.55,7.85,7.41,7.46,7.04,7.56
15f7ef61-da4e-404c-ba7e-1b86c1fad753,Anthony Rush,19,Male,ECE,6.37,2,85.35,Coding Club,"Python, Machine Learning, SQL, Web Development, Data Science",Yes,Consulting,Not Placed,,0,,5.99,7.08,5.91,6.32,6.29,6.74,5.51,7.09
44b64ec1-4d16-4049-84d7-df9a238b05b7,Arthur Hamilton MD,19,Female,CSE,6.73,0,76.58,"Entrepreneurship Cell, Coding Club","SQL, Data Science, Python, C++",Yes,Higher Studies,Placed,Hardware,15.96,Startup,5.77,8.12,7.78,7.38,5.54,6.29,6.14,6.83
5683ede0-17d5-4563-ba60-ede1e5eb772d,Lisa Webb,22,Male,IT,6.31,2,79.5,"Sports Club, Cultural Club, Entrepreneurship Cell","Machine Learning, Java",No,,Not Placed,,0,,8.13,6.85,6.5,4.41,6.2,5.68,6.96,5.75
8f026c2c-1b41-4999-8198-d1f56839f98f,Edward Arroyo,19,Male,ECE,7.27,2,75.31,Sports Club,"Data Science, Machine Learning, C++, Web Development",No,,Placed,Core Engineering,11.95,Job,6.6,6.79,7.44,6.21,8.04,7.75,7.02,8.32
e189bf83-8963-45de-a35a-d16a0e06cd8b,Arjun,23,Male,EEE,6.87,0,70.09,Robotics,"SQL, Web Development, Java, Python",No,,Placed,Software,5.66,Job,8.18,6.79,5.03,6.89,7.65,5.99,8.33,6.08
76a1e967-f483-4fb4-a064-dfa817b88601,Anita,18,Female,EEE,7.07,1,85.5,Robotics,"Java, Data Science, Machine Learning, C++",Yes,Research,Placed,Research,15.18,Higher Studies,5.43,6.73,7.46,7.55,7.55,7.8,6.55,7.5
0840405a-ffd2-4491-9ff3-89aa4c36a70c,Gregory Montoya,23,Male,IT,7.39,0,76.12,"Literary Society, Sports Club, Cultural Club","C++, Java, Machine Learning, Python",No,,Placed,Software,14.04,Research,6.58,5.87,7.22,7.77,7.68,6.86,9,8.14
f480b91e-700e-4efc-a4ff-c31a5b86ea69,Sherry Davis,20,Male,IT,6.56,0,72.52,"Cultural Club, Sports Club, Robotics","Web Development, C++, Data Science, SQL",No,,Placed,Higher Studies,16.94,Startup,6.66,5.88,7.6,7.11,7.01,6.23,7.1,4.93
bd5609c4-a446-4663-b93b-17fbf76d15fd,Christopher Norton Jr.,22,Female,ECE,6.71,0,97.2,"Sports Club, Coding Club, Robotics","Java, Python",No,,Placed,Consulting,10.8,Research,7.69,6.48,5.92,4,7.18,7.58,6.9,7.93
397b5f51-5ffa-46ef-94e4-180cfe9936a3,Timothy Combs,23,Female,ECE,7.6,1,75.16,Robotics,"Data Science, Web Development, C++, Python",No,,Placed,Research,18.56,Higher Studies,8.99,7.35,8.63,6.5,6.7,7.27,7.15,8.25
cfe3a795-b85e-42ea-8560-d425e72d71fd,Arjun,20,Male,ECE,7.3,1,64.62,"Sports Club, Coding Club","Web Development, C++, SQL, Python, Data Science",Yes,Core Engineering,Not Placed,,0,,7.57,6.96,7.63,7.27,7.93,7.9,6.78,6.34
ba46284d-e849-4810-8419-4819ad7af740,Vikram,22,Male,CIVIL,7.23,2,89.25,"Entrepreneurship Cell, Cultural Club","Data Science, Web Development",No,,Not Placed,,0,,7.09,8.17,6.46,7.88,7.46,7.58,6.52,6.65
c7a628cb-49ac-4d72-a435-4da32aa384b0,Sonal,21,Female,ECE,7.13,1,76.52,"Robotics, Literary Society","C++, Java",Yes,Research,Not Placed,,0,,6.33,4.72,6.51,7.62,6.52,8.39,8.66,8.28
d65e59dd-e62d-4d06-8f9b-85581a7f195b,Miguel Wagner,22,Female,CIVIL,6.89,2,64.68,"Entrepreneurship Cell, Coding Club, Cultural Club","Web Development, Java, Python, Data Science, Machine Learning",No,,Placed,Core Engineering,16.6,Job,7.63,4.96,7.17,5.96,7.02,6.65,9.11,6.61
32399ffb-2704-4f25-8b91-b8cb6ae66582,James Whitaker,19,Female,IT,7.04,1,96.47,"Literary Society, Cultural Club, Sports Club","Data Science, Python, Java",Yes,Consulting,Placed,Higher Studies,14.94,Research,6.51,5.94,6.26,6.9,8.84,8.47,6.35,7.06
0d50cd9c-1fb4-45f3-99e7-6fc7176ffaef,Vikram,20,Male,CIVIL,7.98,0,84.96,Literary Society,"Java, SQL",Yes,Higher Studies,Not Placed,,0,,7.32,7.2,8.3,9.6,7.67,8.18,9.54,5.99
c4ac19ff-2055-4620-aa64-fac411270d8f,Neha,18,Female,MECH,7.14,0,87.29,"Cultural Club, Sports Club","Machine Learning, C++",Yes,Core Engineering,Not Placed,,0,,8.67,6.56,7.15,7.62,7.23,7.26,6.94,5.7
b5d9ad36-5287-464d-a30a-6658b1be6df2,Harold Castillo,19,Female,IT,6.79,0,95.55,"Cultural Club, Coding Club","Data Science, Java, SQL, Machine Learning",Yes,Core Engineering,Not Placed,,0,,5.45,5.6,6.92,9.25,6.8,6.82,5.56,7.95
b788f5d1-ffe5-45f6-a5ed-cfe34f2dad3f,Kelly Hammond,21,Male,MECH,6.78,2,91.97,Entrepreneurship Cell,"SQL, Java",Yes,Higher Studies,Not Placed,,0,,6.82,6.64,8.18,6.37,7.05,7.05,6.5,5.63
ff408dcc-9db1-47f9-8fa8-ae3432339053,Danielle Jones,19,Female,MECH,6.83,0,77.29,"Sports Club, Entrepreneurship Cell","SQL, Data Science, Python, Machine Learning, Java",Yes,Hardware,Not Placed,,0,,7.25,7.18,5.48,6.65,8.62,6.34,6.68,6.46
21c71aa3-7414-43b5-8e3e-25f2cf0671c7,Joyce Brown,20,Female,IT,7.01,0,65.35,Entrepreneurship Cell,"Web Development, Java",No,,Placed,Software,19.21,Higher Studies,7.26,6.39,7.15,6.34,6.18,7.68,6.86,8.21
0a18b196-43b4-426b-80a3-6cc8139b7c32,Karan,21,Male,EEE,7.41,1,76.45,Coding Club,"Python, SQL",Yes,Higher Studies,Placed,Software,14.44,Job,6.44,8.58,5.99,7.07,8.11,8.84,6.31,7.96
d3fbe043-af1d-4a1a-8ccb-235539d1c7ff,Martha Garrison,19,Female,CIVIL,6.95,3,98.01,"Sports Club, Coding Club","Web Development, Java, Python, C++, SQL",Yes,Consulting,Placed,Higher Studies,12.11,Research,7.26,8.02,6.8,5.97,7.5,6.16,6.6,7.27
1127c44f-804c-41ba-b379-97e68df3b843,Arjun,23,Male,CIVIL,7.24,0,72.32,"Cultural Club, Sports Club, Literary Society","Data Science, Web Development",Yes,Higher Studies,Placed,Core Engineering,14.98,Research,7.14,7.45,6.87,8.09,4.9,9.94,6.13,7.4
82c299f0-7487-4772-bf03-86fa13badc91,Jonathan Bradley,22,Male,IT,7.41,1,95.76,"Sports Club, Robotics","Web Development, Python, Data Science",No,,Not Placed,,0,,5.66,6.78,10,7.9,7.6,7.8,6.23,7.33
f5179e72-5f85-4b21-a5df-6f85bab503fb,Kristen Peters,21,Male,EEE,7.16,0,77.72,Literary Society,"Python, Data Science, Web Development",No,,Not Placed,,0,,6.71,7.15,7.16,7.19,6.98,7.51,6.2,8.4
e42c0aea-23d7-463d-9391-d017dbd4a86d,Deborah Mercado,20,Male,EEE,7.16,1,77.43,"Literary Society, Sports Club, Robotics","Python, SQL, Machine Learning, Java, Data Science",Yes,Hardware,Placed,Software,12.45,Research,7.57,5.84,6.9,8.2,6.13,7.83,6.67,8.16
17979125-cd96-4d60-9192-45c5ff355962,Arjun,21,Male,EEE,6.96,1,79.94,"Robotics, Sports Club, Coding Club","C++, Python, Machine Learning",No,,Not Placed,,0,,6.55,8.61,7.63,5.65,7.55,6.31,7.14,6.27
b2149062-3e1a-463e-aa18-d32c7a9a8ef5,Christine Herman,22,Female,MECH,6.88,0,99.45,"Literary Society, Cultural Club","Java, Web Development, Machine Learning, Data Science, C++",No,,Not Placed,,0,,6.4,6.7,7.81,6.42,6.25,6.78,5.82,8.82
48298257-1795-4da3-8969-94eeee3dbb63,Karan,18,Male,CSE,6.43,0,72.11,Cultural Club,"C++, Python",Yes,Higher Studies,Placed,Consulting,11.26,Higher Studies,5,5.62,8.1,6.56,6.56,6.03,7.92,5.63
142e3df0-3c28-45dc-912d-aea8673d2920,Robert West,18,Male,EEE,7.23,1,70.46,"Sports Club, Coding Club","Java, Machine Learning, Web Development, Python, Data Science",No,,Not Placed,,0,,7.84,8.33,6.79,6.93,7.97,6.24,7.66,6.08
b3bb59d0-0a8e-42a6-b120-fc35811280e8,Priya,18,Female,IT,7.03,1,92.22,"Entrepreneurship Cell, Cultural Club, Sports Club","Python, Web Development, C++, Java",Yes,Research,Placed,Research,8.09,Higher Studies,6.66,6.75,6.6,9.52,6.92,6.7,7.08,6.03
8163b6ce-1877-4c06-94ad-625215bc2a3e,Robert Jones,22,Male,EEE,7.24,0,70.77,Coding Club,"C++, Python, Java",No,,Placed,Hardware,16.61,Job,6.03,8.6,7.66,7.16,6.56,6.63,7.43,7.85
0f635f4a-2b9a-418e-8165-964c0b21a308,Richard Williamson,23,Female,IT,7.65,2,81.2,"Cultural Club, Coding Club","C++, Machine Learning, Web Development",Yes,Consulting,Not Placed,,0,,8,9.37,7.28,8.44,6.6,7.54,6.5,7.48
9c1a219e-474f-401d-a218-c099590fc264,Rakhi,23,Female,EEE,7.26,1,76.78,"Cultural Club, Sports Club","Python, C++, Java, SQL, Data Science",Yes,Hardware,Placed,Software,11.25,Startup,5.62,8.7,8.08,5.84,7.47,7.84,7.16,7.33
4e7c9375-d938-4f9f-8995-399df86edb7c,Meena,18,Female,CIVIL,7.54,0,64.11,"Robotics, Coding Club, Cultural Club","Python, Web Development, C++, Data Science",Yes,Consulting,Placed,Software,15.82,Research,7.52,7.16,5.86,7.12,9.78,7.8,6.26,8.85
13c1a5e6-1f40-4aaa-8496-d561734a4fed,Ramya,19,Female,MECH,6.63,0,99.38,"Sports Club, Coding Club","Python, Java, Data Science, C++",No,,Placed,Research,14.33,Research,6.31,7.69,6.68,5.84,7.2,7.4,7.56,4.38
b15aab1a-9f95-4869-b1e4-1913669cf2bc,Rakesh,23,Male,MECH,6.96,2,69.32,"Literary Society, Coding Club","Machine Learning, C++, Python, Web Development, SQL",No,,Not Placed,,0,,6.83,5.81,8.68,6.18,7.73,5.7,6.78,7.99
2303f6c6-d69d-42f1-ae4c-84ffa8c01f05,Stephanie Lucas,19,Male,ECE,7.26,1,65.35,"Entrepreneurship Cell, Sports Club, Cultural Club","SQL, Data Science, Web Development, Python, C++",Yes,Higher Studies,Not Placed,,0,,7.84,7.56,7.24,8.37,5.84,7.07,6.26,7.89
59e9be59-29e6-4a07-a1aa-30937952ec04,Meena,23,Female,MECH,6.79,1,93.35,"Sports Club, Coding Club, Literary Society","SQL, Java, Data Science, Web Development",Yes,Higher Studies,Placed,Core Engineering,16.85,Startup,6.87,6.29,7.27,6.09,7.18,7.49,6.78,6.37
b8ec1ba5-9448-48b9-b0a0-8c0604db0e46,Meena,18,Female,MECH,7.48,0,68.42,"Cultural Club, Entrepreneurship Cell, Literary Society","Machine Learning, C++, Web Development",Yes,Software,Not Placed,,0,,9.14,8.76,6.23,8.46,7.86,6.56,6.39,6.47
2a96e1e2-7194-4ae2-99ba-d7aedf615a5c,Stephanie Williams,20,Female,IT,6.6,0,79.51,Cultural Club,"C++, Web Development, Python, Machine Learning",Yes,Research,Placed,Hardware,5.21,Research,5.89,7.1,6.89,6.84,6.85,7.74,5.39,6.1
cc1b4157-ec9f-4c54-9e0a-72ab7f5db163,Rebecca Acosta,23,Female,EEE,6.76,0,79.06,"Coding Club, Entrepreneurship Cell, Sports Club","Machine Learning, C++, Web Development, SQL, Python",No,,Placed,Core Engineering,8.41,Higher Studies,6.46,5.65,5.87,6.94,6.93,7.33,6.91,7.98
cf2e3296-7184-4713-a55f-65b7e709fba6,Taylor Calderon,19,Male,CIVIL,7.09,2,70.38,"Entrepreneurship Cell, Literary Society","Java, Data Science, SQL",No,,Not Placed,,0,,7.92,6.52,8.01,5.72,7.41,6.2,7.2,7.77
1b7cc562-80a1-4869-8d20-3fba7d1f9861,Suresh,18,Male,IT,6.58,3,60.53,"Sports Club, Robotics, Coding Club","Java, SQL",No,,Not Placed,,0,,7.94,6.03,7.14,6.58,5.99,6.27,4.95,7.75
bfe92520-ff3e-43ee-b62f-18831275b0ab,Meena,23,Female,CSE,6.56,1,88.36,"Robotics, Coding Club, Cultural Club","Data Science, Web Development, C++, Machine Learning",Yes,Software,Placed,Core Engineering,19.89,Higher Studies,7.12,5.88,6.71,5.71,6.1,5,7.26,8.69
c5e29d43-d37a-401f-b12a-fb2f53ffa3c2,Ravi,20,Male,IT,7.25,0,69.28,Coding Club,"Python, Java, Machine Learning",No,,Not Placed,,0,,8.36,6.01,7.53,6.88,6.91,7.4,7.41,7.53
50405c43-3a6c-4da6-97f7-d71f2978cc73,Eddie Adams,20,Male,EEE,6.74,0,69.29,Cultural Club,"SQL, Machine Learning, Java, C++",No,,Not Placed,,0,,7.23,4.92,7.42,5.56,5.64,7.37,7.54,8.21
6a36af18-06d3-4b93-ae33-688d597e6845,Jonathan Young,21,Male,MECH,6.18,0,71.43,"Cultural Club, Literary Society, Robotics","Python, Java, Web Development",No,,Placed,Hardware,4.55,Research,7.1,5.48,6.46,7.28,6.12,5.89,4.74,6.34
e760fffc-d40f-4457-8dee-64422d1c9409,Sonal,18,Female,IT,6.81,1,81.6,"Sports Club, Entrepreneurship Cell","SQL, Data Science",No,,Placed,Software,6.36,Startup,8.54,6.47,6.57,7.82,5.38,5.79,8.1,5.83
c6ce834d-2c6a-4af8-971a-3ae0526ad59c,Divya,19,Female,CIVIL,6.91,1,72.08,"Cultural Club, Coding Club, Sports Club","C++, Data Science, Web Development",No,,Placed,Hardware,10.34,Higher Studies,5.75,7.47,7.89,6.14,7.06,7.32,7.1,6.54
52f5a525-685f-4d0a-b9f6-9eb16123ce46,Sonal,21,Female,CIVIL,7.22,0,91.71,Literary Society,"Python, C++",No,,Not Placed,,0,,6.82,10,7.3,6.25,6.57,8.15,7.11,5.56
546252e7-f43b-4052-8459-bd6ec0f63229,Nathan Smith,20,Male,EEE,7.23,0,67.37,"Entrepreneurship Cell, Coding Club, Robotics","Data Science, C++, Python, SQL, Web Development",No,,Not Placed,,0,,6.82,7.49,6.99,7.31,8.81,6.66,7.28,6.49
6b3f368b-47d6-4de3-a6dc-8b415101019c,Rakhi,22,Female,IT,6.97,1,87.3,"Cultural Club, Robotics","Python, SQL",No,,Placed,Software,12.78,Startup,6.05,6.32,6.23,7.83,7.9,7.45,8.18,5.82
396c357b-dd66-4071-8fd7-b1a1bd4f6118,Kristina Young,18,Female,MECH,7.25,1,84.15,Coding Club,"Machine Learning, SQL, Web Development",Yes,Core Engineering,Placed,Hardware,16.61,Higher Studies,6.84,6.5,7.43,8.2,7.72,7.92,6.41,7
597278c5-1789-4e63-a746-5743897b303d,Daniel Rivera,18,Male,ECE,6.96,0,66.16,Coding Club,"Python, Data Science, C++, Java, Machine Learning",Yes,Hardware,Placed,Higher Studies,7.51,Higher Studies,8.24,7.85,5.8,5.01,7.27,6.7,7.18,7.63
606cc2f5-2c81-4bf0-91f6-04068b5a8683,Holly Valdez,22,Female,MECH,6.54,1,88.71,"Robotics, Coding Club, Literary Society","SQL, Java, Python, Machine Learning",No,,Not Placed,,0,,6.12,8.42,5.59,5.29,7.37,6.12,8.09,5.32
122dd7be-980b-481e-a359-5d1f7fe4a42e,Vanessa Hatfield,22,Female,CIVIL,6.61,0,74.51,Literary Society,"SQL, Data Science, Web Development, Python, C++",Yes,Software,Not Placed,,0,,6.03,7.04,7.19,8.93,6.34,5.29,5.95,6.11
20f0156a-1e6a-4628-9c6d-52d5ae2e9af9,Jennifer Norton,23,Male,CSE,6.56,1,88.36,"Robotics, Coding Club, Cultural Club","Data Science, Web Development, C++, Machine Learning",Yes,Software,Placed,Core Engineering,19.89,Higher Studies,7.12,5.88,6.71,5.71,6.1,5,7.26,8.69
a65d958e-936d-41a8-93ac-b00e32eeeb38,Carrie Deleon,21,Male,IT,6.62,3,86.84,Sports Club,"Java, SQL",Yes,Higher Studies,Placed,Higher Studies,3.55,Research,8.28,4.95,7.24,7.07,6.87,6.29,6.85,5.37
b51cf971-253b-4dbb-ae09-241ef5d6e50e,Anita,18,Female,CIVIL,7.1,3,97.86,Cultural Club,"Java, Web Development, SQL",Yes,Higher Studies,Placed,Higher Studies,7.19,Higher Studies,7.72,7.85,6.29,8.75,6.41,7.63,7.22,4.97
3037a352-9403-4d3b-97d3-0eb34942400e,Suresh,20,Male,IT,6.85,1,65.89,"Literary Society, Cultural Club, Sports Club","Machine Learning, Python",Yes,Core Engineering,Placed,Software,8.07,Job,6.48,7.49,8.3,5.89,6.63,6.85,5.6,7.59
cfaad1ba-740a-46fc-9d66-ee5950f6300b,Anita,22,Female,IT,6.96,1,74.22,"Cultural Club, Entrepreneurship Cell","C++, Python",No,,Placed,Higher Studies,16.32,Job,6.86,5.78,6.79,6.15,6.42,7.59,8.67,7.39
a491f0b2-ea1f-4a65-a27a-984d654821d0,Derek Wright,21,Male,CSE,7.47,2,96.24,Entrepreneurship Cell,"Java, Python",Yes,Consulting,Placed,Research,10.38,Higher Studies,8.34,6.27,6.04,8.1,7.63,10,5.68,7.72
6ecca931-ef70-4d01-8da0-3d880c6f3051,Karen Romero,23,Male,CIVIL,7.25,0,96.35,"Entrepreneurship Cell, Literary Society","SQL, Machine Learning, Data Science, Java",No,,Not Placed,,0,,7.36,7.55,6.75,6.36,7.07,5.91,8.1,8.87
d2705470-6a7b-48b1-a3f3-42a8f030bfd4,Michael Colon,20,Female,EEE,7.12,1,98.62,"Entrepreneurship Cell, Sports Club","Python, C++, Web Development",Yes,Consulting,Placed,Higher Studies,11.96,Higher Studies,7.33,6.19,8.52,6.34,8.28,7.12,6.32,6.89
0214cbf0-498f-4c59-86c9-bfa949ba5fd6,Amit,20,Male,EEE,6.67,1,67.03,"Coding Club, Robotics","Data Science, C++",No,,Placed,Research,5.46,Startup,6.47,8.13,6.41,9.06,5.36,6.04,6.84,5.02
4aeddc83-4290-4e0f-9c7d-55fd2f69b8e1,Siddharth,22,Male,MECH,7.21,0,96.97,"Literary Society, Entrepreneurship Cell, Cultural Club","Machine Learning, C++, Python, Java, SQL",Yes,Software,Not Placed,,0,,8.09,6.43,7.04,7.96,6.52,6.95,6.98,7.68
91ed554a-3fae-4f01-a829-0f3c86b4852c,Cassidy Curry,22,Female,IT,7.46,3,93.98,Literary Society,"Java, Data Science",No,,Not Placed,,0,,6.67,7.57,7.27,8.03,8.29,7.31,7.29,7.21
8567c805-34f5-41c0-88c5-eb2a7490adeb,Mr. Jeffrey Horton,22,Male,MECH,6.29,2,92.31,"Sports Club, Literary Society","Machine Learning, SQL",Yes,Hardware,Not Placed,,0,,6.16,7.64,7.03,4.67,6.43,7.33,6.59,4.45
a9258d0f-0898-4c58-a085-cb56c2d61892,Rakesh,18,Male,ECE,7.51,1,94.11,"Sports Club, Cultural Club, Entrepreneurship Cell","Web Development, C++",No,,Not Placed,,0,,7.36,7.05,7.51,6.14,8.69,8.67,7.43,7.2
f2f25eef-1f45-4bfd-b7dc-67e030974b2b,Jordan Bates,20,Male,CIVIL,7.05,0,93.92,"Entrepreneurship Cell, Literary Society, Sports Club","Python, Data Science, Machine Learning, SQL, Web Development",Yes,Research,Not Placed,,0,,6.04,7.47,8.48,7.36,6.69,7,5.75,7.6
8d163f75-417b-4f5d-8de6-309c25476389,Ramya,18,Female,IT,7.37,1,61.25,"Coding Club, Robotics, Sports Club","C++, Machine Learning, Data Science",No,,Placed,Software,5.03,Research,7.15,8.32,6.64,7.45,6.25,7.19,8.26,7.69
7c7ddd5a-76a0-4204-a78f-77f93b283d90,Suresh,21,Male,IT,6.69,1,61.47,"Robotics, Cultural Club","C++, Machine Learning, Python, Java",Yes,Hardware,Not Placed,,0,,7.61,7.76,6.47,6.42,6.72,4.7,5.48,8.37
759c0580-4ede-4169-a03d-6c2808ce9591,Rakesh,21,Male,ECE,7.14,0,60.16,Literary Society,"Machine Learning, Web Development, Java",No,,Placed,Higher Studies,19.99,Startup,7.68,6.8,5.29,7.33,8.01,8.28,6.62,7.15
4316866b-dbe0-480a-b138-031a80807628,Rakesh,19,Male,CSE,6.8,1,86.53,"Cultural Club, Robotics","Data Science, Web Development, SQL",Yes,Software,Not Placed,,0,,5.82,5.85,9.11,6.14,6.68,6.63,6.58,7.62
ec1a86d3-5683-4783-9575-9337549c9eb9,Sydney Robles,18,Male,EEE,7.19,2,99.12,Cultural Club,"SQL, Java, Machine Learning, Web Development",Yes,Software,Placed,Research,14.97,Job,7.06,8.95,8.67,7.26,6.2,6.24,7.21,5.91
13106665-aec2-4b19-bbc3-98d82d6bc882,Christopher Palmer,21,Male,EEE,7.16,0,89.66,Literary Society,"SQL, Python",Yes,Higher Studies,Not Placed,,0,,6.35,6.1,6.82,8.58,8.01,5.5,8.2,7.68
adbb4a9e-5989-4498-a075-329961911732,Karan,18,Male,CIVIL,6.89,0,72.54,"Robotics, Literary Society","Data Science, Python, Machine Learning, SQL, Web Development",No,,Placed,Core Engineering,5.54,Startup,5.89,8.71,7.05,6.76,5.8,7.45,7.54,5.91
74106a9d-ec7a-4d82-8ac8-f563319fc836,Arjun,19,Male,MECH,7.24,1,67.32,"Literary Society, Sports Club, Cultural Club","SQL, Data Science, Web Development, Java, C++",Yes,Core Engineering,Placed,Hardware,9.21,Research,7.4,6.75,9.02,7.23,6.55,7.34,6.57,7.09
38f3e9f9-da84-40c4-b377-36887e03cce5,Ramya,18,Female,MECH,6.94,3,93.73,Sports Club,"Data Science, Machine Learning",Yes,Consulting,Not Placed,,0,,7.56,5.46,5.93,6.21,7.54,6.7,8.36,7.8
fe7c80e9-a179-4e93-bfc8-25ac869bc00f,Rebecca Mayo,18,Female,IT,6.54,2,98.06,"Cultural Club, Entrepreneurship Cell","Machine Learning, Data Science",No,,Placed,Software,9.14,Higher Studies,6.33,6.25,7.4,6.32,6.8,6.48,7.44,5.26
0ef8c2d6-f7fd-4646-b7bb-3eec4bf50b52,Kimberly Adkins,20,Male,IT,7.31,0,75.09,Coding Club,"SQL, C++, Machine Learning, Data Science, Java",Yes,Hardware,Not Placed,,0,,7.58,7.31,10,8.12,6.87,6.04,5.39,7.2
25637cc3-ca97-4bf5-95d5-96afa663d2cd,Dustin Gallegos,19,Female,CIVIL,6.83,1,86.84,"Robotics, Sports Club","Python, Data Science",Yes,Research,Placed,Software,16.69,Research,6.94,8.22,5.05,7.14,5.18,7.76,6.91,7.42
7c8b1713-ef01-4a84-a79a-9fe93bf0702b,Amit,19,Male,MECH,7.03,1,87.44,"Sports Club, Coding Club, Literary Society","Machine Learning, Java, Python, Web Development",No,,Not Placed,,0,,6.68,6.55,7.15,6.52,6.38,6.46,8.72,7.77
56666f9f-53ac-4ab9-b467-2cd9362f5e5c,Jamie Walton,18,Male,IT,7.23,1,99.09,"Coding Club, Entrepreneurship Cell","Python, SQL",Yes,Higher Studies,Not Placed,,0,,8.11,8.19,7.64,5.86,8.63,5.85,7.3,6.25
2d18528e-1ee8-4f88-aa60-0c18d746fe62,Siddharth,18,Male,CIVIL,7.65,0,67.22,"Coding Club, Cultural Club, Entrepreneurship Cell","Machine Learning, C++, Data Science, Java, Python",Yes,Software,Placed,Research,12.39,Higher Studies,8.42,6.59,7.51,8.61,7.25,8.27,6.14,8.42
e608891c-2484-43ba-87fb-fec891c11020,Meena,21,Female,IT,6.76,0,82.13,Entrepreneurship Cell,"Web Development, SQL",No,,Not Placed,,0,,7.55,5.55,8.03,6.67,6.17,6.38,6.77,6.99
be2cac6f-815e-4e7b-8da4-f76e5d68fdc0,Rakesh,18,Male,MECH,6.99,0,82.63,"Literary Society, Robotics, Sports Club","Machine Learning, Web Development, Data Science, Python, Java",Yes,Research,Placed,Higher Studies,8.32,Job,6.85,7.35,6.01,6.85,6.8,7.18,7.33,7.56
4fa03f26-f6f7-40cc-a9ec-8e49d1bdb8c0,Alexander Collins,18,Female,MECH,7.08,4,68.48,"Sports Club, Entrepreneurship Cell, Cultural Club","Data Science, Machine Learning, Python",No,,Not Placed,,0,,5.41,7.44,6.98,7.55,7.22,8.36,7.13,6.57
132b218a-44de-43dd-a5dc-e055e30ccc9b,Rakesh,21,Male,CIVIL,7.64,4,81.11,"Sports Club, Literary Society, Robotics","C++, SQL, Data Science, Python",Yes,Research,Placed,Software,12.48,Higher Studies,8.34,7.38,8.08,6.44,6.56,6.84,9.14,8.32
17d821b8-bb93-4d40-98df-f535c62dbaea,Judy Beck,21,Female,MECH,7.14,0,61.52,Cultural Club,"Java, Python, Web Development",Yes,Hardware,Not Placed,,0,,7.64,6.41,7.19,8.02,6,4.68,7.67,9.5
cb5cda90-d761-4b28-bc3c-f41a6e73fbf9,Vikram,18,Male,EEE,6.72,2,89.6,Cultural Club,"Web Development, SQL, Java",No,,Placed,Higher Studies,13.67,Higher Studies,7.34,7.74,7.56,4.97,6.54,6.03,6.69,6.89
03db7a2e-5313-40e0-af25-37cea206527c,Donald Wilson,23,Male,CSE,6.33,1,95.82,Cultural Club,"Java, Python, Web Development, SQL",No,,Placed,Core Engineering,17.73,Job,8.75,4.94,5.29,7.44,4.52,4.96,8.18,6.59
abc53545-2e6d-4a04-9d57-e73431bf5cf6,Sarah York,22,Female,ECE,6.84,1,71.33,Cultural Club,"Web Development, Java, Data Science",No,,Placed,Research,11.48,Job,6.62,7.39,5.29,7.11,6.06,8.17,6.05,8
67294d3c-4681-4a88-ac15-4804099759a3,Lee Steele,21,Male,MECH,6.82,1,73.72,"Entrepreneurship Cell, Cultural Club","C++, Data Science, Machine Learning, Web Development, SQL",No,,Not Placed,,0,,5.21,8.08,5.16,7.9,6.63,7.7,5.67,8.17
24d6c4dc-949f-40c3-b020-83e26a8e80bb,Priya,23,Female,CIVIL,7.08,2,60.04,Literary Society,"Data Science, SQL",No,,Not Placed,,0,,7.44,6.27,7.23,5.14,7.6,7.3,7.64,8.06
7f469d87-ab81-4665-83c5-25cfdb18f72b,Meena,18,Female,IT,7.23,1,99.09,"Coding Club, Entrepreneurship Cell","Python, SQL",Yes,Higher Studies,Not Placed,,0,,8.11,8.19,7.64,5.86,8.63,5.85,7.3,6.25
f6a9e3e3-b62b-4cb1-8956-0c3685609e8a,Theresa Wilkins,21,Male,CIVIL,7.1,2,63.81,"Entrepreneurship Cell, Robotics, Literary Society","Java, SQL",Yes,Consulting,Placed,Hardware,5.03,Research,8.6,6.26,8.41,7.03,6.12,8.41,5.79,6.2
3c882311-4bea-4ba2-9e42-5b410c44c69a,Sonal,21,Female,MECH,6.18,0,71.43,"Cultural Club, Literary Society, Robotics","Python, Java, Web Development",No,,Placed,Hardware,4.55,Research,7.1,5.48,6.46,7.28,6.12,5.89,4.74,6.34
30a900ad-939b-462d-a645-f129629c2ae3,Michael Smith,22,Male,ECE,6.69,4,76.85,Sports Club,"Web Development, Java",No,,Not Placed,,0,,5.65,7.59,7.71,7.05,8.22,6.32,6.49,4.52
